,priceCashFlowRatio,priceEarningsRatio,priceEarningsToGrowthRatio,priceBookValueRatio,currentRatio,quickRatio,payoutRatio,Class
592,6.2930991444635,10.3671,10.302585553609001,1.1762,0.039099626105321,0.030198830692122,0.28,1
593,2.6976754850397,0.0,22.179110278285,3.4363,0.402,0.31212582839289005,0.0,1
595,10.741237340059,14.8734,13.692450162514,2.0428,0.089697301034666,0.08512663506967001,0.248,1
598,5.543178498822299,8.837,8.7212266032938,1.2171,2.3281998631075003,2.1827515400411,0.219,1
602,6.7106573705179,14.3657,14.396367521368001,5.7482,1.131,0.64852398523985,0.0,1
605,14.640529854809001,19.2258,19.096764178925,6.5258,1.913,0.091992704456954,0.276,1
606,9.0756735715279,14.2678,13.969895142307001,2.1401,2.778,1.8391617220048,0.0,1
611,9.956384180638,7.5356,7.443891533963098,1.8811,2.77,1.8030231048927,0.135,1
612,12.295898284058001,13.0207,12.979089930253998,3.6889,3.637,3.0252032912929,0.149,1
615,4.5364172588832,13.3455,13.046338686131001,0.74,0.503,0.25147347740668,0.327,0
617,7.6480389688483,0.0,47.51407396171606,0.7245,2.8221788436512,2.5943483918944,-0.258,1
618,10.90650330972,16.6111,16.566572587758,1.9288,2.487,2.3412211668928,0.444,0
619,12.593178476401999,35.1649,35.251896547112004,2.8373,2.717,1.4555430938276002,0.0,0
622,7.5966708787998,0.0,47.51407396171606,0.5802,3.134,2.9932249853143,-0.13699999999999998,0
626,19.407931772023,22.8127,22.406662112998,0.0,1.794,0.54270291112396,0.268,1
631,11.021966245100998,13.1737,13.063197528647,5.1421,1.17,0.97328982354363,0.253,1
637,5.2135275663905,6.0055,6.000662814149799,0.7524,4.694225721784799,0.43213648293963,0.0,1
640,3.1330355574135,0.0,47.51407396171606,1.7897,2.131,1.6845086651028,0.0,1
643,2.7326636993546005,6.3521,5.896011552821901,0.693,0.060971779477756,0.047603403646971,0.134,1
645,18.245493047238,20.3195,20.311762538464,4.8719,0.862,0.81791630340987,0.0,1
649,6.180509015439402,11.4586,11.434027917680002,0.8301,0.908,0.82237487733072,0.046,0
650,13.612344263186,12.4588,12.000346379284,3.6277,2.5403307888041,2.5124681933842004,0.378,1
653,11.783068062054,11.1442,10.894156803292999,2.0679,1.935,1.1692799242648002,0.15,1
654,17.939139965191,27.2804,27.217632102305004,2.5661,1.465,0.88348652277187,0.16899999999999998,1
656,11.824333173269999,18.9498,18.93623482267,4.1512,1.569,1.5920883913171002,0.0,1
657,7.8534261161395005,15.51,15.572554195487001,1.9214,1.724,0.71319364029183,0.0,1
658,9.4864723326935,12.3232,11.967815696122,2.8454,5.03,3.5467771134537,0.262,1
659,5.8063655246107,11.3709,11.154436365876,1.8403,0.175,0.08610022405273199,0.302,1
663,15.772344631673,16.8632,16.600109728222,3.1913,1.328,0.83013184419677,0.362,1
664,8.864500102986598,18.2632,17.957085396384002,1.8247,0.711,0.37527862208713,0.632,1
665,6.4433180896092,9.3478,9.3386524116301,0.9137,0.08887117139891,0.067869406556369,0.033,1
668,10.525052568145,0.0,47.51407396171606,0.9638,2.536,2.0481454223264,0.0,1
669,9.602189347336802,18.2228,18.078698305085002,4.4115,1.558,1.1715881883480002,0.228,1
675,5.4596031480207,20.5743,20.620479948369,2.0726,0.851,0.6980376878056501,0.228,1
676,14.429393477790999,11.8673,11.749389184912,2.2686,1.822,0.81752822195558,0.123,1
677,10.215506812731,15.4951,15.398158738923,2.0048,1.421,0.8986577181208101,0.234,1
678,2.6158283703785,5.9231,5.9140421713773,1.2942,0.99,0.95151377707223,0.0,0
680,2.1854654342975,3.7049,3.7151467388632,1.2418,0.987,0.9268116755785502,0.0,0
683,9.3057243085157,20.7679,20.676998759152998,4.8282,1.111,0.7833028185053,0.214,1
684,9.0135117218543,14.1227,13.973719404517,2.522,1.13,0.5593458883452901,0.297,1
685,9.9284647953963,9.4242,9.140362434386901,2.1521,1.886,0.8245864232743899,0.016,0
686,20.552201727118,19.1803,19.043032030301003,5.9119,2.061,1.8881454343745,0.254,1
688,8.5085062004051,41.5683,41.389900851724,4.0760000000000005,0.645,0.60558312655087,0.458,0
689,5.4839841842773,26.931,27.512342530704004,0.0,0.852,0.67148748846671,0.517,1
690,5.051733582202,12.5702,12.562908051241,1.653,1.471,1.2836770202346002,0.145,1
692,8.6850376252319,17.2596,16.936451808973,1.4372,0.623,0.49492508458192,0.6459999999999999,1
695,16.52233965292,14.5359,14.555233823624999,3.4741,1.601,0.38396698261691,0.0,1
696,2.0608824633872,2.8554,2.8313654342218,0.0,1.88,0.45484642523971,0.0,1
698,36.747157854132,0.0,47.51407396171606,2.0077,4.288,2.7126956684267003,0.0,1
704,2.9816950711928,8.3462,8.2669279937826,0.8222,1.196,0.65657102373362,0.0,0
706,9.3367287500042,17.5668,12.978579379811,2.8152,0.423,0.44808184143225,0.1393,1
708,28.048563070426997,36.5349,36.667418831404,3.3803,1.6,1.0312960469447,0.13,1
709,16.45050023911,30.0355,30.09887099725,2.5859,3.222,1.954057014298,0.0,1
711,6.565610468476598,10.3073,9.7740621516775,0.9245,0.037920518156314,0.039306657039569,0.32299999999999995,1
712,8.0953890173191,13.9593,13.921996736715,1.9938,1.338,1.1148523749636,0.048,1
716,5.4196640262751,0.0,47.51407396171606,0.9636,1.082,0.8852482245657199,0.0,1
718,11.598221174368,15.3953,15.074971315631,2.9695,1.56,1.0434992750121,0.335,1
721,6.891159109127999,13.3699,9.5769056178166,1.5598,1.0590000000000002,0.62971399645659,0.0,0
726,12.010101297097002,12.7923,12.778566863685,2.755,1.164,1.0123416009291,0.0,1
730,7.0748997091109,7.6019,7.4988174927283,1.7661,1.499,1.158855451406,0.187,0
732,7.0698243336519,8.9568,8.872903259196699,1.4264,0.12873547827353002,0.13324330871185,0.177,1
737,10.712628889511,6.0867,6.0894376501511,3.9505,1.765,0.90804807546022,0.0,1
744,2.2748074244584,0.0,47.51407396171606,1.1495,1.3019999999999998,0.87529732390648,-0.084,0
746,10.166387640955,13.6104,13.438529618336,2.3723,1.379,1.0704225352113002,0.332,1
755,7.2350851981567,19.5299,19.263969177914,2.0891,0.5710000000000001,0.31745441012281,0.5529999999999999,1
756,1.9644524000887,1.8279,1.5771057938796005,1.7762,3.77,2.9050163944966,0.51,1
758,10.738531274568,0.0,47.51407396171606,1.6895,1.824,1.5814357581427,0.0,1
760,16.688735208668998,0.0,47.51407396171606,2.7348,2.181,2.0133669730078,0.0,1
761,12.893168839905,21.4876,21.057308350362998,2.8447,2.008,1.3846548793057,0.47,1
765,11.391069393909,8.4077,8.2875841610786,5.836,1.476,0.95407828558933,0.138,0
767,19.788142504953,30.6142,30.598206739278,3.2612,1.7280000000000002,1.0149666503986,0.093,1
771,2.2276541851487,9.733,9.6658007527386,0.9684,0.4480682580768901,0.7350925127025201,0.275,1
772,12.746437384331,27.8066,27.865104517869,0.0,1.136,0.79896777442095,0.0,0
773,6.8475175503142,7.185,6.9376873685362,1.1922,1.436,0.79425794257943,0.231,1
775,19.594840753872003,23.3338,23.042617200344,0.0,1.3630000000000002,1.1123255422902,0.551,1
780,1.6071131187297,0.0,47.51407396171606,0.8356,1.496,1.0634581367925,0.0,0
782,4.9027346807795,11.84,11.13197276661,0.8786,0.023080989188451,0.022611488269756,0.5870000000000001,1
791,1.7951475514099997,2.517,2.5230579914634,0.0,1.054,0.52059308072488,0.0,0
793,1.5033348621489,6.3316,5.617603119584099,1.1732,3.323,0.96876205167759,0.161,0
794,5.869339775949099,13.4742,10.550613758126,1.1991,1.756,1.2366045399639,0.065,1
796,6.3665335753175984,17.9937,16.625402843602,2.0056,1.113,0.93510413522487,0.0,1
798,10.390782718471,13.4686,13.121573601947,4.3042,3.185,1.3082117518424,0.297,1
800,7.327923946971,15.3785,15.294955796847999,1.4957,1.279,0.4360429392417,0.166,1
801,9.173722370786901,16.9643,16.752133818876,2.3913,2.5,1.1628269979918,0.31,1
802,16.463693657331,24.4632,24.226574666667,5.3726,1.205,1.0932168968318,0.485,1
803,1.4279632578077,19.4167,19.595495798319,0.1874,4.0103173058205,3.7924858867043,0.0,0
804,9.324506520209699,14.7194,14.14719209998,3.6771,0.524,0.23467964648914005,0.316,0
805,0.6664397018934499,10.8077,10.537825346908999,4.1999,1.267,1.282634032634,0.0,1
806,13.916473182442,8.5946,9.1439895752166,0.7813,4.3557504873294,0.40784210526316,0.0,1
807,2.9146343616053,7.7323,7.5870910891058,2.4436,0.8320000000000001,0.7504725897920601,0.0,1
809,24.110909630292,28.9064,28.88260049546,0.0,1.39,1.339892780633,0.0,1
812,1.094514237159,7.6607,6.5434407513442014,0.4253,1.155,0.91428386821008,0.0,0
813,23.848490421456,0.0,47.51407396171606,0.1262,0.728,0.41416550575997,0.0,0
816,3.4313913022264,22.8744,22.778827166667,0.7714,0.47247006787158,0.46648364218714,0.126,1
817,11.484471496404,0.0,47.51407396171606,0.9505,1.334,1.1065250379363,-0.077,1
825,9.4192661907006,7.7969,7.8095952553521,0.9105,1.439,0.28940299703277,0.0,0
826,22.393440848590004,19.4742,19.198568747889,0.0,0.517,0.32727520139342,0.376,1
827,8.083283208916,18.3991,18.068180164512,1.9541,0.6409999999999999,0.38141246836899,0.64,1
830,8.5194215114236,18.0364,16.072781299735,0.0,0.331,0.14874510706885,0.456,0
831,9.435367598719699,13.9927,13.832432110744,1.8229,0.976,0.8195290296386499,0.117,0
835,12.826375757576,7.6281,7.5315017793594015,1.2516,1.381,1.2431289640592,0.161,1
842,7.806849844825798,25.4035,25.386234216335,2.0502,1.612,1.3842223513693002,0.0,0
843,3.8688458929552,0.0,47.51407396171606,2.0328,1.183,0.08605497957028098,0.0,0
845,14.928967593773999,0.0,47.51407396171606,1.8668,2.004,1.3014787383037,0.0,1
848,28.052490081418,15.0539,14.889069468734,2.7423,3.833,1.3379180251514,0.364,1
849,9.4467900298467,12.5197,12.266440341077,6.444,0.899,0.74157509397388,0.41,1
852,10.071619352237999,12.5203,12.371524799560001,0.9572,0.029843095576389,0.020460311034918,0.423,1
853,19.910619899958,17.2435,14.608787833389002,2.7675,1.346,0.76107436359992,0.241,1
854,12.168184556447,17.7467,17.704079450665,0.9913,2.574,1.5077574047955,0.0,1
858,3.776538050489701,7.5519,7.2904458981377,1.7803,1.3346046307869,0.19513986419451,0.192,1
859,12.758126490081999,19.5602,19.203319535627998,3.5417,1.59,1.0411464267363,0.343,1
860,19.598840971644,0.0,47.51407396171606,2.3276,2.225,1.7454836589293998,0.0,1
861,8.1264646699622,0.0,47.51407396171606,0.5855,2.95,1.6732934144966998,0.0,1
864,14.984451553785,7.7485,7.7548398762887,4.9335,3.019,1.8840579710145,0.0,1
866,4.3291274268432005,14.9444,12.487793701592,1.1679,0.91894805838079,0.8812641804638499,0.099,0
867,4.497708749266,19.3305,19.346606769142,3.07,1.131,0.90373755095272,0.0,1
870,7.3673244033914,10.144,10.100155598674,1.162,1.381,0.52819435442416,0.0,1
871,6.752410722989402,11.6429,11.712627663172,4.1824,1.805,0.013423250252329,0.0,1
872,7.612196693884702,17.3651,17.386598554098,1.2885,2.122,1.7863263006456,0.0,1
873,4.9583908582312,8.6966,8.697205899547301,1.1921,2.86,1.5165254795242,0.0,1
876,1.5810082574113,0.0,47.51407396171606,0.5264,2.072,0.95027624309392,0.0,0
881,9.8846347868115,17.0752,16.865057877534,2.8257,1.025,0.27756279827851,0.418,1
882,55.96305046271999,0.0,47.51407396171606,2.5387,2.819,1.9475496364653,0.0,0
884,1.2014795698925,9.4811,9.3672239520958,1.753,1.023,0.7296124927703901,0.5660000000000001,0
885,36.816809750268,0.0,47.51407396171606,2.9524,1.074,0.61065212402314,0.0,0
886,8.5928430921053,0.0,47.51407396171606,0.7031,3.174,2.9013623945262004,0.0,0
887,19.94490750471,23.4254,22.822693493294,6.4478,2.549,1.2158258545067,0.208,1
888,2.6497400690497,3.404,3.3134350716348,1.2528,1.579,0.85536755373662,0.0,1
889,14.990761482927,0.0,47.51407396171606,2.3767,1.547,1.3335713762905,0.0,1
891,16.028354349889998,16.4231,16.197947473358,4.2265,2.086,1.6456131414746,0.292,1
892,9.328774677879599,15.449000000000002,15.209958713934,2.1723,0.936,0.7723905723905699,0.362,1
897,16.822367887607,39.7481,39.629999054374,3.2627,1.195,0.83904,0.496,1
900,1.1805896640627,4.2099,4.1791509264277,0.2507,2.1228525769077,1.7820615261686,0.0,1
902,6.3505479452055,8.1881,8.1947727272727,1.1869,0.863,0.18112087096375,0.0,1
906,8.542552423921599,10.8417,10.62610179561,3.7477,1.798,1.3217753120666,0.0,1
908,0.44859154929577,0.0,47.51407396171606,0.9724,0.96486018312299,0.74164810690423,0.0,1
910,19.998250002816,23.556,23.348006682368002,4.8188,2.9960000000000004,2.135130984668,0.31,1
915,2.7683907190397,7.4588,7.5558926177778,0.9614,4.0666666666667,0.34298245614034994,0.0,1
918,16.568558881285,37.4016,37.149383855904006,3.608,1.091,0.8378084179970999,0.627,1
919,26.099673669332,28.6694,28.421354331037,0.0,1.493,1.0073181072462,0.254,1
924,10.833133944698,10.3499,10.385075773926001,1.9767,0.08395278294175701,0.07323927347845799,0.0,1
928,9.195555077375401,12.2405,12.169396739855001,5.3897,2.7920567155260003,2.4513818678957,0.2,1
932,5.5893206008843,0.0,47.51407396171606,0.3619,3.318,2.6284674429798,0.0,0
933,15.070762445415001,9.9225,9.9519529778154,1.7998,3.295,2.4035779082698,0.0,1
934,32.54812706587,20.8909,20.650994383873,3.3941,3.426,2.2426663102839,0.242,1
936,14.199828541084,29.4926,29.584540329566003,2.3083,1.142,0.47393542582967,0.635,1
937,5.8175666372462,12.2829,12.256048716995,1.5498,2.5340000000000003,2.5204745503253,0.158,1
945,5.1828748504793,19.6146,19.552039157818,2.5007,0.918,0.79414951245937,0.0,1
947,5.4951593507246,13.6579,12.627641936057,1.3264,0.7190170940170899,0.34472934472934,0.304,1
958,10.500834519623,11.6095,11.388380615366001,2.5794,1.705,0.99110134792612,0.181,1
962,4.4164833529018,5.7819,5.7397354270149,1.7518,1.72,1.5769398483818,0.149,1
964,10.525278019773001,19.8196,19.519606509398,6.0463,0.851,0.84684684684685,0.414,1
967,12.125923130181999,34.1709,34.275796081052,2.883,2.526,1.1772104266916,0.0,1
968,6.844652833086599,11.0417,10.93463280877,0.8633,0.044501584140772,0.028879753402156,0.569,1
969,15.235049152729001,12.0422,11.997270064536,2.2794,1.689,1.0252862430093002,0.209,0
970,11.923400677241002,15.8889,15.713131660097,6.3869,1.798,1.3068675445618,0.311,1
973,17.220821917808,24.766,24.175384615385,1.0355,2.764,1.3560090702948,0.0,0
976,7.508332802671402,9.8927,9.8336307177476,0.8962,0.045881908260952,0.037240114193275005,0.124,1
978,5.9887119302615,8.9028,8.8237351926605,1.1213,1.581,0.68231611893584,0.128,1
981,20.328907424724,25.881,25.486205861665002,3.3566,1.147,1.0036918946132,0.307,1
982,4.1910527840588,15.1791,15.176074706138001,3.8898,0.871,0.6676060571900999,0.0,1
984,2.5039208202588,6.1906,6.1471308829806,0.6727,0.13151465798046,0.13151384364821,0.08800000000000001,1
986,8.0299881090663,7.8581,7.859816175629098,0.0,1.41,1.2274450341168,0.0,1
987,6.7623908078651,10.2971,10.289411389027,1.9067,1.706,0.87687359796262,0.0,1
988,20.133912253601,22.85,21.503665896253,0.0,4.062,3.0846096434624,0.0,1
994,22.407959333333,16.5,16.460673757388,5.0032,2.025,1.254628666528,0.203,1
995,4.3712437737645,33.8667,34.173022542823,0.6648,0.324,0.31949932529939,0.0,0
997,7.2279563105023,12.7801,12.547938422513,1.3798,0.3886120241755901,0.37897814199373,0.32299999999999995,1
998,17.785150950176998,9.9623,9.8719083657339,2.3002,3.4530000000000003,2.5216588314305,0.153,1
1003,6.5121501360893,6.812,6.803764135929401,1.83,2.411,0.95860017776967,0.0,1
1004,8.710924608168,17.4719,16.771210658653,3.6964,1.624,0.4765271282755,0.515,1
1005,14.026217400724,18.5666,18.455074576107,3.3623,2.5580000000000003,1.0581277986271,0.075,1
1006,6.364618329427401,7.7718,7.7036021791125,1.7039,1.586,1.1367236348479,0.152,1
1009,2.9674357726233,8.5467,8.488203519883701,3.4751,2.152,2.0018895855103,0.13,0
1012,2.8986536252533,6.444,6.4327219946974,1.0698,0.926,0.79965881062475,0.0,1
1019,6.1841897004008,13.7241,13.572239723787,1.6689,1.969,0.5036742227873899,0.172,0
1020,31.523185409918,16.814,16.853522921663,1.3633,1.776,0.97207035634373,0.233,1
1022,5.3240408366263,7.1208,7.1234448169838,1.4079,1.3111946256986,0.7054513917568299,0.0,1
1025,3.4393270547962005,10.7081,10.585633075268001,3.04,1.068,0.4807430901676501,0.0,0
1026,9.1886182431419,17.1511,16.867102710801,1.8207,1.2009999999999998,0.78788398154252,0.573,1
1028,26.365410951009,0.0,47.51407396171606,2.2452,3.582,1.9046661303298,0.0,1
1030,8.3994673672313,24.05,24.036292462891,2.8680000000000003,4.814,3.0326485732108,0.0,1
1031,17.961388838301,17.139,17.14471122826,3.1822,3.322,1.7881251374592,0.0,1
1033,9.1079637221212,13.0084,12.972728412183,1.2128,0.035202205278164,0.025927062027986,0.4370000000000001,1
1035,6.080681839393,8.3318,8.063794492094999,4.6833,3.5764428428537,2.2678491193132,0.324,1
1036,8.5567911575014,11.4863,11.299406603730002,2.8525,0.7809999999999999,0.19439598306587,0.124,1
1039,10.48006689112,14.4218,14.404125801103001,1.8072,2.148,1.3024874127974,0.224,0
1042,17.730318719772,17.897000000000006,17.826679147597,3.5610000000000004,1.774,1.1234802988135,0.061,1
1045,18.359368593686,16.4901,16.486929307806,4.6112,4.4689999999999985,3.5022872192958,0.0,1
1047,4.7063507656747,0.0,47.51407396171606,0.0,1.833,1.2489959839357,0.0,1
1048,13.821243819781001,35.8696,35.666588687293,3.0326,1.27,1.1775303848338998,0.28,1
1052,6.268150327204701,20.777,20.566967689162,1.4037,1.4780000000000002,1.3289589905363002,0.473,1
1056,28.660409112368,26.2903,25.737022784336,4.7805,4.127,1.1697408109335,0.147,0
1058,2.981760684875,0.0,47.51407396171606,3.5497,1.52,1.442088091354,0.0,0
1061,1.7629091123377,4.8261,4.8024368578767005,0.4269,2.032,1.1470874574071,0.0,1
1062,12.23942553748,15.3953,15.642315148797,1.9704,2.672,1.7167893961708,0.0,1
1063,6.8173249936790015,9.3967,8.920483554481901,1.4796,0.13850976524664002,0.13616751492524,0.252,1
1064,6.2069249497908,17.1408,16.973170057207998,1.9998,0.607,0.5445275322909601,0.361,1
1066,2.3757464155176,8.1645,7.9214590311133,1.0977,2.4517531356899,1.5644954389966002,0.388,1
1067,9.6939791451733,6.1194,4.9845287328047005,1.2642,1.0579850575006,0.8008516714690099,0.321,1
1068,18.048357701434,23.4052,23.303078600840998,3.8679,1.682,1.3281730673812,0.163,1
1069,21.910583651805002,18.2583,18.152831838171,2.3293,1.995,0.71993084712275,0.265,1
1073,1.0407537662052,0.0,47.51407396171606,0.5478,2.046,0.27042640534993,0.0,0
1074,5.6785580105326,8.1792,8.0393105655033,1.4894,2.822,1.5635365169862,0.211,1
1075,7.9445560611557,33.6591,33.882782114408,1.1941,2.185,0.99613866382902,0.0,1
1078,2.5204422902824,7.0379999999999985,6.5553446621351,2.0598,2.099,1.5986137910948,0.054000000000000006,0
1080,7.1227969962875,6.9727,6.9791162367725015,1.664,1.131,0.39614390777181,0.133,1
1082,3.4082500332013,0.0,47.51407396171606,0.7603,1.725,0.6296046700738,-0.117,0
1085,4.0683299358374,7.7929,7.7186212395344995,1.5659999999999998,3.113,2.8952879581152,0.219,1
1086,9.3178727516168,9.7705,9.4507681760969,4.9302,0.955,0.6788440276932,0.649,1
1087,7.1021641039362,15.6826,15.541624798196,4.4982,0.457,0.090436665463732,0.0,0
1088,11.769873553755,14.3448,14.106315356364,3.9245,3.213,3.0586704067321,0.368,1
1090,5.2563538335607,6.7028,6.586166427350402,2.5132,3.0380000000000003,2.0491620111732,0.223,0
1091,7.640652030049599,9.4928,9.484838522400802,1.5816,0.026268462217343,0.025264855008276004,0.0,1
1098,18.621003661588,29.7677,29.678161108390004,5.3025,1.269,0.75352724115476,0.341,1
1100,15.660745883271,13.7838,13.798023215580999,1.9955,1.731,0.4463670330467601,0.036000000000000004,1
1103,15.950202117005999,12.8466,12.752858496644,1.8523,3.4043085642922004,1.0629857341851,0.491,1
1104,23.862200202403002,21.1268,21.80685377945,6.2063,0.7390000000000001,0.3070889743717801,0.293,1
1105,13.738528145525,13.0917,12.852414983606,1.3101,0.030463038837602995,0.02173619660493,0.279,1
1110,7.6242705027132,0.0,47.51407396171606,1.2946,1.486,2.0420944050487,0.0,1
1111,3.6972038504426,9.9468,9.3805681977646,1.0554,0.016470592125977,0.01373419848962,0.279,1
1112,21.672897528455,9.9558,9.610478617949301,2.0241,1.268,1.0923656927427,0.08800000000000001,1
1113,4.255489638769601,26.75,26.734522333492,0.7757,1.897,0.83494512293538,0.0,0
1115,12.698767423634,12.1789,11.890888853148,3.1131,1.6780000000000002,1.5761618280163,0.486,1
1119,16.406410519827002,28.2655,28.235502121641,3.0,1.032,0.6807240333586,0.0,1
1120,4.133778198599,0.0,47.51407396171606,0.4425,1.244,0.95283965714154,0.0,0
1122,18.8256123088,37.8667,37.821376572668,5.5667,1.534,1.1744758432088,0.15,1
1124,20.338080068259,21.8754,21.708770346084,4.3339,1.508,0.95536357091433,0.275,1
1125,1.5204584684407,2.6626,2.657299219621,0.3373,0.586,0.5679047590799201,0.0,0
1126,6.928760341430402,15.1818,14.254065700560998,1.1383,1.2054464506392,0.67533822439749,0.0,1
1134,58.450546639342,5.5108,5.5111324858084,1.0521,0.11957631991818,0.039379520650533,0.055,1
1140,12.06,0.0,35.834016393443,2.3978,2.552,2.0792811839323,0.0,1
1141,3.663055576469701,0.0,47.51407396171606,0.7614,3.067,1.2879699901512,0.0,0
1143,16.573523465518,18.5873,18.13076728107,5.2966,1.3630000000000002,0.8707980791218799,0.338,1
1144,61.54304386724901,33.6061,33.675846996386,1.5889,4.081,1.0935707397576,0.0,1
1146,37.273780020559,9.5629,9.561022100771801,0.4416,1.987,1.9150069525885,0.0,0
1147,7.356916881544,9.8286,9.6551367652472,1.0619,1.7965265443063,1.0830265743386,0.629,1
1150,13.103373559646,5.0691,5.020279188299799,1.6422,1.134,0.8540106951871701,0.087,0
1151,6.3063263171927,8.1398,7.815377970356599,1.0194,1.658,0.21488513059515,0.045,1
1152,21.063243152432,0.0,47.51407396171606,0.7281,2.226,0.8378623188405799,0.0,0
1154,7.9568160783211,10.753,10.753464378699999,1.6876,0.6949604278074899,0.6438973262032099,0.0,1
1160,7.0857465373262,0.0,47.51407396171606,0.7804,0.976,0.90344079296129,-0.254,0
1162,6.158055042177299,19.5481,20.205615619886,1.4884,1.475,1.4151258678116,0.0,1
1163,17.308818604651,19.3345,19.261884057971,0.0,1.38,0.82364341085271,0.358,1
1172,9.766909759460699,14.5075,14.427660970918,1.8289,1.509,1.2183192293363,0.0,1
1173,11.377903144839001,29.4398,28.799133508464998,5.1946,1.821,0.7922163295647401,0.332,0
1174,12.773092399655,15.435,15.292956993575,1.372,0.042963542592922,0.022266913950357004,0.27,1
1175,13.637813923038001,21.675,21.788199812802,4.3325,1.384,0.16862114597376,0.0,1
1178,9.5265150557415,14.2012,14.095022322555002,2.1115,1.996,1.1825193225702,0.182,1
1188,4.3931260173421,32.5607,24.025801556993,1.2595,1.588,0.807144104249,0.0,0
1189,5.5287112519715,7.7792,7.625866645258799,0.8719,0.12808453184303,0.22215376616878,0.165,1
1194,6.3690757754825,22.4521,22.445499333176,1.7943,2.719,1.8369533738778,0.0,0
1199,13.318276784373,16.9701,16.786578030302998,3.1872,4.102,3.0604428485937,0.284,1
1201,13.08374432187,15.4552,15.114709040847002,1.3268,0.039809196871708,0.029892650222587008,0.336,1
1204,10.23774841629,15.6667,15.669118736798,2.1393,1.597,0.088776010278282,0.0,1
1205,4.1315010648596,0.0,47.51407396171606,1.0974,1.396,2.7272024729521,0.0,1
1206,8.5189103166653,9.4962,9.3544837526129,1.8159,2.5340000000000003,1.1614644107351,0.282,1
1209,7.6092417906413,22.28,22.173412000263,2.6788,0.687,0.5588306432382,0.0,1
1214,13.486616181369,22.2258,22.233651783695997,2.5645,1.216,1.1433600712513,0.246,1
1216,6.2354178656396,10.6033,10.423091472635999,1.346,0.38922929089839,0.37149408328792,0.38,1
1217,19.360980225282,25.887,25.825414357262,5.1963,2.176,1.133989654597,0.139,1
1218,15.084494785541999,18.2365,18.159598853744,3.6467,1.388,1.1703021165365,0.203,1
1219,10.820784319711,18.0172,17.471743017632,0.7491,1.633,0.38666188627959,0.0,1
1221,12.117973188294,17.3635,17.122161411964,4.0738,1.284,0.47912403425134,0.521,1
1223,7.9709111386499,20.4246,22.608707448501,1.4091,0.51229114355684,0.5002324932577,0.295,1
1227,9.3060304617326,16.6389,16.628624954708,2.6666,3.572,3.1505092811017,0.0,1
1228,11.354955205926002,35.9485,35.848517317018,1.9672,1.741,0.9218829258395,0.165,1
1229,11.867957170172,13.4899,13.171228859416,1.6969,3.245,1.1965317919075,0.182,1
1233,20.169018645543,14.6247,14.406441889673,1.9274,1.3770210988093,0.39314810946313,0.45,1
1234,5.0601807577286,11.9102,8.576503427749,0.6071,1.003,0.88925410872315,0.1956,1
1237,6.4472423444444,19.2647,19.159257910377,1.6328,0.813,0.51580278128951,0.6,1
1241,9.144427382789699,15.2612,15.087965744803,2.4252,2.232,1.2518443997317,0.0,1
1243,7.355704277636598,10.9139,10.866454353354001,2.0777,1.216,0.44648093841642,0.397,1
1244,4.5097769538593,10.6293,10.233181862439,3.1319,1.247,2.4436994107183,0.461,1
1247,8.6405243187306,14.541,14.537945443993001,2.1064,1.64,0.91135920875169,0.0,1
1254,5.1898708983800015,0.0,47.51407396171606,1.4865,1.028,0.66269083969466,-0.061,1
1258,6.8075700724784,8.2361,7.897634434125401,0.8025,0.044814836230296,0.041232748007594,0.375,1
1259,5.8445052771914,16.0297,15.997908633333001,1.5309,2.272,1.9423394884193,0.099,1
1260,5.1753500920569016,12.0881,11.736108510902,1.9445,1.148,0.6735365387068001,0.377,1
1264,14.308956222472998,27.3843,27.380078535886998,3.2367,1.565,0.39153849123123,0.042,1
1268,8.5587712274891,7.5174,7.4272361774744,1.5207,1.436,1.4052060633636,0.234,1
1269,7.669455556915199,15.1176,15.088983301954,2.0794,4.377,2.5875799699021,0.0,1
1271,28.518099400719,0.0,47.51407396171606,2.1542,0.996,0.6016756626117801,0.0,0
1272,11.826906676434,26.7014,26.375964007584,4.4671,0.8959999999999999,0.78474692451096,0.452,0
1275,11.614052213390998,17.0414,16.624125636238002,2.2077,2.858,1.6042504149503,0.272,1
1277,13.270035686008,22.6504,22.638065053017,4.2891,1.515,1.3236911942449,0.0,1
1279,10.89737938747,22.0922,18.339450087084,1.6923,0.034894196453589994,0.021316009474979,0.319,1
1280,4.2100629391101005,3.8776,3.8771320093458,1.5088,2.371,1.5486979716085,0.0,1
1282,14.003784666294,20.2338,20.295491575487002,2.2074,2.71,1.636821833012,0.0,1
1286,6.9857927046692,15.6774,15.520398591331,2.1115,3.9417274834402,1.3014363124394,0.187,1
1287,16.317633495717,27.2389,27.075015601681,3.2026,1.886,0.87215187303993,0.188,1
1292,5.525106931650598,7.2429,6.8392291236876,2.6028,2.5996478873239,2.6625,0.245,1
1295,9.0116618728116,17.081,16.805966970670006,2.1764,0.25,0.13945051278476994,0.35700000000000004,1
1300,21.35964195938,22.9575,22.788257754014,2.358,2.702,2.1189724280335,0.157,1
1303,10.158310626703,18.7436,18.762455963764,3.3128,1.499,0.73700680272109,0.0,1
1304,6.2807508402308,11.7187,11.723480149813001,3.0617,1.192,0.67621836435892,0.0,1
